indx,T,PE,rU,nSi,nC,nacc_insSi,nacc_delSi,nacc_insC,nacc_delC,GammaO,Eslab,EbulkAgO,EbulkO,Phi,A,redPot
4115,437.60335,-490.23907,,36,37,0,2,2,3,,,,,,,-42.961954
4116,437.61289,-490.23182,,36,37,0,2,2,3,,,,,,,-42.954709
4117,440.48089,-490.2405,,36,37,0,2,2,3,,,,,,,-42.963383
4118,445.45236,-490.25821,,36,37,0,2,2,3,,,,,,,-42.981097
4119,450.08934,-490.26311,,36,37,0,2,2,3,,,,,,,-42.985998
4120,451.32645,-490.22779,,36,37,0,2,2,3,,,,,,,-42.950677
4121,449.32028,-490.1539,,36,37,0,2,2,3,,,,,,,-42.876789
4122,447.28196,-490.07041,,36,37,0,2,2,3,,,,,,,-42.793298
4123,449.66202,-490.01712,,36,37,0,2,2,3,,,,,,,-42.74001
4124,456.6398,-489.99566,,36,37,0,2,2,3,,,,,,,-42.718547
4125,465.48906,-489.98263,,36,37,0,2,2,3,,,,,,,-42.705519
4126,472.33177,-489.94563,,36,37,0,2,2,3,,,,,,,-42.668519
4127,480.00121,-489.91361,,36,37,0,2,2,3,,,,,,,-42.636498
4128,490.69626,-489.90923,,36,37,0,2,2,3,,,,,,,-42.632116
4129,505.59077,-489.94598,,36,37,0,2,2,3,,,,,,,-42.668862
4130,523.33121,-490.01489,,36,37,0,2,2,3,,,,,,,-42.737779
4131,541.21748,-490.09525,,36,37,0,2,2,3,,,,,,,-42.818137
4132,554.17878,-490.14477,,36,37,0,2,2,3,,,,,,,-42.867659
4133,560.08368,-490.14655,,36,37,0,2,2,3,,,,,,,-42.869435
4134,558.90133,-490.10053,,36,37,0,2,2,3,,,,,,,-42.823416
4135,553.82017,-490.03392,,36,37,0,2,2,3,,,,,,,-42.756806
4136,550.29218,-489.99364,,36,37,0,2,2,3,,,,,,,-42.716526
4137,550.59941,-489.99845,,36,37,0,2,2,3,,,,,,,-42.721336
4138,553.84978,-490.0396,,36,37,0,2,2,3,,,,,,,-42.762486
4139,557.39573,-490.0933,,36,37,0,2,2,3,,,,,,,-42.81619
4140,556.96652,-490.12119,,36,37,0,2,2,3,,,,,,,-42.844076
4141,547.91819,-490.08023,,36,37,0,2,2,3,,,,,,,-42.803115
4142,532.23491,-489.98559,,36,37,0,2,2,3,,,,,,,-42.708475
4143,514.43287,-489.87439,,36,37,0,2,2,3,,,,,,,-42.597272
4144,498.14455,-489.77599,,36,37,0,2,2,3,,,,,,,-42.498871
4145,485.8624,-489.71042,,36,37,0,2,2,3,,,,,,,-42.433309
4146,477.45511,-489.67505,,36,37,0,2,2,3,,,,,,,-42.397932
4147,471.13132,-489.65278,,36,37,0,2,2,3,,,,,,,-42.375663
4148,465.86236,-489.63382,,36,37,0,2,2,3,,,,,,,-42.356705
4149,461.99726,-489.62095,,36,37,0,2,2,3,,,,,,,-42.343836
4150,458.86955,-489.6079,,36,37,0,2,2,3,,,,,,,-42.33079
4151,456.28761,-489.59278,,36,37,0,2,2,3,,,,,,,-42.315667
4152,453.80292,-489.57124,,36,37,0,2,2,3,,,,,,,-42.294129
4153,452.59129,-489.55362,,36,37,0,2,2,3,,,,,,,-42.276509
4154,453.37237,-489.54607,,36,37,0,2,2,3,,,,,,,-42.268957
4155,455.89655,-489.54594,,36,37,0,2,2,3,,,,,,,-42.268828
4156,459.15451,-489.54363,,36,37,0,2,2,3,,,,,,,-42.26652
4157,463.40867,-489.54087,,36,37,0,2,2,3,,,,,,,-42.263755
4158,467.8403,-489.52923,,36,37,0,2,2,3,,,,,,,-42.25211
4159,472.88689,-489.51118,,36,37,0,2,2,3,,,,,,,-42.234068
4160,480.13627,-489.49895,,36,37,0,2,2,3,,,,,,,-42.221838
4161,491.97786,-489.51145,,36,37,0,2,2,3,,,,,,,-42.234334
4162,508.20863,-489.54405,,36,37,0,2,2,3,,,,,,,-42.266937
4163,530.51922,-489.61054,,36,37,0,2,2,3,,,,,,,-42.333424
4164,560.19232,-489.7233,,36,37,0,2,2,3,,,,,,,-42.446182
4165,593.69355,-489.85623,,36,37,0,2,2,3,,,,,,,-42.579118
4166,624.83246,-489.96551,,36,37,0,2,2,3,,,,,,,-42.688398
4167,648.34643,-490.01942,,36,37,0,2,2,3,,,,,,,-42.7423
4168,660.36869,-489.99725,,36,37,0,2,2,3,,,,,,,-42.720134
4169,660.73303,-489.90625,,36,37,0,2,2,3,,,,,,,-42.629138
4170,649.81414,-489.75198,,36,37,0,2,2,3,,,,,,,-42.474867
4171,631.07303,-489.56279,,36,37,0,2,2,3,,,,,,,-42.285672
4172,605.91911,-489.34554,,36,37,0,2,2,3,,,,,,,-42.068427
4173,572.94709,-489.08002,,36,37,0,2,2,3,,,,,,,-41.802907
4174,538.37272,-488.81441,,36,37,0,2,2,3,,,,,,,-41.537291
4175,511.54793,-488.62663,,36,37,0,2,2,3,,,,,,,-41.349514
4176,497.14121,-488.55559,,36,37,0,2,2,3,,,,,,,-41.278479
4177,496.79704,-488.61653,,36,37,0,2,2,3,,,,,,,-41.339414
4178,508.09538,-488.79135,,36,37,0,2,2,3,,,,,,,-41.514235
4179,525.37426,-489.03584,,36,37,0,2,2,3,,,,,,,-41.758722
4180,541.19194,-489.29206,,36,37,0,2,2,3,,,,,,,-42.014946
4181,551.13473,-489.53017,,36,37,0,2,2,3,,,,,,,-42.25305
4182,549.69402,-489.7061,,36,37,0,2,2,3,,,,,,,-42.428985
4183,535.73037,-489.80295,,36,37,0,2,2,3,,,,,,,-42.525838
4184,511.17883,-489.81394,,36,37,0,2,2,3,,,,,,,-42.53683
4185,482.21102,-489.76135,,36,37,0,2,2,3,,,,,,,-42.484234
4186,455.0356,-489.67738,,36,37,0,2,2,3,,,,,,,-42.400263
4187,435.55403,-489.61159,,36,37,0,2,2,3,,,,,,,-42.334479
4188,425.01628,-489.58497,,36,37,0,2,2,3,,,,,,,-42.307854
4189,422.60144,-489.60246,,36,37,0,2,2,3,,,,,,,-42.325341
4190,426.02452,-489.65285,,36,37,0,2,2,3,,,,,,,-42.375735
4191,431.82045,-489.71068,,36,37,0,2,2,3,,,,,,,-42.433564
4192,437.20136,-489.75402,,36,37,0,2,2,3,,,,,,,-42.476905
4193,442.26499,-489.78554,,36,37,0,2,2,3,,,,,,,-42.508425
4194,447.74063,-489.81284,,36,37,0,2,2,3,,,,,,,-42.535725
4195,454.82081,-489.84733,,36,37,0,2,2,3,,,,,,,-42.570215
4196,463.10126,-489.88596,,36,37,0,2,2,3,,,,,,,-42.608847
4197,471.37227,-489.91856,,36,37,0,2,2,3,,,,,,,-42.641446
4198,482.42778,-489.97128,,36,37,0,2,2,3,,,,,,,-42.694169
4199,499.86801,-490.07788,,36,37,0,2,2,3,,,,,,,-42.800768
4200,520.89782,-490.21522,,36,37,0,2,2,3,,,,,,,-42.938104
4201,536.56125,-490.30595,,36,37,0,2,2,3,,,,,,,-43.028832
4202,544.04387,-490.32835,,36,37,0,2,2,3,,,,,,,-43.051231
4203,545.8203,-490.30707,,36,37,0,2,2,3,,,,,,,-43.029959
4204,542.81449,-490.25113,,36,37,0,2,2,3,,,,,,,-42.974016
4205,534.43834,-490.15467,,36,37,0,2,2,3,,,,,,,-42.877557
4206,524.19576,-490.04788,,36,37,0,2,2,3,,,,,,,-42.770765
4207,514.33532,-489.94903,,36,37,0,2,2,3,,,,,,,-42.671913
4208,505.74232,-489.86422,,36,37,0,2,2,3,,,,,,,-42.587107
4209,496.7489,-489.77667,,36,37,0,2,2,3,,,,,,,-42.499559
4210,487.66269,-489.68748,,36,37,0,2,2,3,,,,,,,-42.410369
4211,482.00439,-489.62698,,36,37,0,2,2,3,,,,,,,-42.349862
4212,478.57462,-489.58303,,36,37,0,2,2,3,,,,,,,-42.305919
4213,475.13094,-489.53441,,36,37,0,2,2,3,,,,,,,-42.2573
4214,473.98234,-489.5012,,36,37,0,2,2,3,,,,,,,-42.224082
4215,477.88569,-489.50756,,36,37,0,2,2,3,,,,,,,-42.230442
4216,486.30538,-489.54841,,36,37,0,2,2,3,,,,,,,-42.271299
4217,499.11484,-489.62318,,36,37,0,2,2,3,,,,,,,-42.34607
4218,515.0627,-489.72192,,36,37,0,2,2,3,,,,,,,-42.444803
4219,531.8436,-489.82624,,36,37,0,2,2,3,,,,,,,-42.549124
4220,548.04985,-489.92668,,36,37,0,2,2,3,,,,,,,-42.649562
4221,561.81412,-490.01006,,36,37,0,2,2,3,,,,,,,-42.732941
4222,572.91659,-490.07829,,36,37,0,2,2,3,,,,,,,-42.801178
4223,575.33211,-490.0805,,36,37,0,2,2,3,,,,,,,-42.803387
4224,561.93186,-489.95382,,36,37,0,2,2,3,,,,,,,-42.676706
4225,538.63663,-489.75001,,36,37,0,2,2,3,,,,,,,-42.472895
4226,517.7341,-489.57616,,36,37,0,2,2,3,,,,,,,-42.299041
4227,508.66226,-489.51428,,36,37,0,2,2,3,,,,,,,-42.237161
4228,516.44279,-489.60926,,36,37,0,2,2,3,,,,,,,-42.332144
4229,536.15947,-489.81956,,36,37,0,2,2,3,,,,,,,-42.54244
4230,555.60083,-490.0402,,36,37,0,2,2,3,,,,,,,-42.763087
4231,567.26577,-490.20935,,36,37,0,2,2,3,,,,,,,-42.932232
4232,565.47059,-490.27923,,36,37,0,2,2,3,,,,,,,-43.002115
4233,550.6269,-490.25249,,36,37,0,2,2,3,,,,,,,-42.975374
4234,527.99041,-490.17076,,36,37,0,2,2,3,,,,,,,-42.893642
4235,500.00333,-490.04693,,36,37,0,2,2,3,,,,,,,-42.769812
4236,469.85355,-489.89915,,36,37,0,2,2,3,,,,,,,-42.622033
4237,442.42194,-489.76272,,36,37,0,2,2,3,,,,,,,-42.485602
4238,421.84155,-489.66996,,36,37,0,2,2,3,,,,,,,-42.392841
4239,409.25479,-489.62986,,36,37,0,2,2,3,,,,,,,-42.352741
4240,403.13988,-489.62931,,36,37,0,2,2,3,,,,,,,-42.352193
4241,401.74796,-489.6539,,36,37,0,2,2,3,,,,,,,-42.376789
4242,403.73932,-489.69304,,36,37,0,2,2,3,,,,,,,-42.415923
4243,407.6768,-489.73503,,36,37,0,2,2,3,,,,,,,-42.457915
4244,414.7212,-489.79154,,36,37,0,2,2,3,,,,,,,-42.514425
4245,425.83472,-489.87229,,36,37,0,2,2,3,,,,,,,-42.595177
4246,441.03407,-489.97861,,36,37,0,2,2,3,,,,,,,-42.701491
4247,458.98321,-490.09993,,36,37,0,2,2,3,,,,,,,-42.822819
4248,476.86221,-490.21302,,36,37,0,2,2,3,,,,,,,-42.9359
4249,493.46645,-490.30968,,36,37,0,2,2,3,,,,,,,-43.032566
4250,508.56107,-490.39078,,36,37,0,2,2,3,,,,,,,-43.11366
4251,520.9202,-490.44812,,36,37,0,2,2,3,,,,,,,-43.17101
4252,528.92721,-490.46979,,36,37,0,2,2,3,,,,,,,-43.192678
4253,528.75048,-490.4231,,36,37,0,2,2,3,,,,,,,-43.145986
4254,515.99438,-490.26871,,36,37,0,2,2,3,,,,,,,-42.991596
4255,493.95161,-490.03449,,36,37,0,2,2,3,,,,,,,-42.757375
4256,473.02043,-489.8108,,36,37,0,2,2,3,,,,,,,-42.533683
4257,462.00592,-489.67325,,36,37,0,2,2,3,,,,,,,-42.396136
4258,463.51225,-489.6425,,36,37,0,2,2,3,,,,,,,-42.36539
4259,473.53071,-489.68085,,36,37,0,2,2,3,,,,,,,-42.403732
4260,485.42083,-489.7284,,36,37,0,2,2,3,,,,,,,-42.451286
4261,496.15618,-489.75893,,36,37,0,2,2,3,,,,,,,-42.481811
4262,508.83689,-489.8018,,36,37,0,2,2,3,,,,,,,-42.524688
4263,521.16398,-489.83744,,36,37,0,2,2,3,,,,,,,-42.560328
4264,532.46558,-489.86157,,36,37,0,2,2,3,,,,,,,-42.584454
4265,543.34891,-489.88132,,36,37,0,2,2,3,,,,,,,-42.604202
4266,552.65359,-489.88764,,36,37,0,2,2,3,,,,,,,-42.610529
4267,562.61347,-489.90195,,36,37,0,2,2,3,,,,,,,-42.624836
4268,572.29139,-489.91657,,36,37,0,2,2,3,,,,,,,-42.63945
4269,580.9589,-489.92582,,36,37,0,2,2,3,,,,,,,-42.648705
4270,587.9122,-489.924,,36,37,0,2,2,3,,,,,,,-42.646884
4271,589.70563,-489.8805,,36,37,0,2,2,3,,,,,,,-42.603384
4272,583.24404,-489.76719,,36,37,0,2,2,3,,,,,,,-42.490073
4273,572.1274,-489.61549,,36,37,0,2,2,3,,,,,,,-42.338375
4274,557.48941,-489.43331,,36,37,0,2,2,3,,,,,,,-42.1562
4275,543.16769,-489.2528,,36,37,0,2,2,3,,,,,,,-41.975683
4276,533.36967,-489.10947,,36,37,0,2,2,3,,,,,,,-41.832359
4277,531.42913,-489.0319,,36,37,0,2,2,3,,,,,,,-41.754789
4278,538.56672,-489.03102,,36,37,0,2,2,3,,,,,,,-41.753904
4279,554.67188,-489.10786,,36,37,0,2,2,3,,,,,,,-41.830747
4280,576.77289,-489.23989,,36,37,0,2,2,3,,,,,,,-41.962772
4281,599.40772,-489.38446,,36,37,0,2,2,3,,,,,,,-42.10734
4282,616.38723,-489.4936,,36,37,0,2,2,3,,,,,,,-42.21648
4283,624.41438,-489.54456,,36,37,0,2,2,3,,,,,,,-42.267447
4284,624.38522,-489.55003,,36,37,0,2,2,3,,,,,,,-42.272919
4285,614.31141,-489.49329,,36,37,0,2,2,3,,,,,,,-42.216171
4286,596.08319,-489.38926,,36,37,0,2,2,3,,,,,,,-42.112141
4287,573.9717,-489.27135,,36,37,0,2,2,3,,,,,,,-41.994234
4288,552.57253,-489.17485,,36,37,0,2,2,3,,,,,,,-41.897731
4289,533.05041,-489.10402,,36,37,0,2,2,3,,,,,,,-41.826902
4290,519.35726,-489.08924,,36,37,0,2,2,3,,,,,,,-41.812122
4291,513.98666,-489.15011,,36,37,0,2,2,3,,,,,,,-41.872997
4292,513.56306,-489.25467,,36,37,0,2,2,3,,,,,,,-41.977559
4293,515.61853,-489.37998,,36,37,0,2,2,3,,,,,,,-42.102869
4294,516.57717,-489.49305,,36,37,0,2,2,3,,,,,,,-42.215932
4295,514.40784,-489.57453,,36,37,0,2,2,3,,,,,,,-42.297418
4296,508.53479,-489.61775,,36,37,0,2,2,3,,,,,,,-42.340634
4297,500.89737,-489.63873,,36,37,0,2,2,3,,,,,,,-42.361619
4298,492.73459,-489.64753,,36,37,0,2,2,3,,,,,,,-42.37041
4299,484.76124,-489.64987,,36,37,0,2,2,3,,,,,,,-42.372752
4300,477.00705,-489.64561,,36,37,0,2,2,3,,,,,,,-42.368499
4301,469.50185,-489.63476,,36,37,0,2,2,3,,,,,,,-42.357645
4302,464.69658,-489.63953,,36,37,0,2,2,3,,,,,,,-42.362413
4303,463.94173,-489.67267,,36,37,0,2,2,3,,,,,,,-42.39556
4304,466.67343,-489.73002,,36,37,0,2,2,3,,,,,,,-42.452909
4305,470.93325,-489.79498,,36,37,0,2,2,3,,,,,,,-42.517863
4306,474.16919,-489.84538,,36,37,0,2,2,3,,,,,,,-42.568265
4307,476.29696,-489.88124,,36,37,0,2,2,3,,,,,,,-42.604127
4308,476.2419,-489.89324,,36,37,0,2,2,3,,,,,,,-42.616124
4309,475.04666,-489.89089,,36,37,0,2,2,3,,,,,,,-42.613778
4310,473.87938,-489.8846,,36,37,0,2,2,3,,,,,,,-42.607483
4311,473.17728,-489.87809,,36,37,0,2,2,3,,,,,,,-42.600975
4312,472.70215,-489.86891,,36,37,0,2,2,3,,,,,,,-42.5918
4313,474.34562,-489.87394,,36,37,0,2,2,3,,,,,,,-42.596829
4314,476.59995,-489.87935,,36,37,0,2,2,3,,,,,,,-42.602233
4315,477.14168,-489.86391,,36,37,0,2,2,3,,,,,,,-42.586792
4316,475.2147,-489.82039,,36,37,0,2,2,3,,,,,,,-42.543271
4317,473.84635,-489.77522,,36,37,0,2,2,3,,,,,,,-42.498108
4318,477.10021,-489.76393,,36,37,0,2,2,3,,,,,,,-42.486812
4319,488.24375,-489.81487,,36,37,0,2,2,3,,,,,,,-42.537753
4320,505.16111,-489.90852,,36,37,0,2,2,3,,,,,,,-42.631406
4321,524.5507,-490.01608,,36,37,0,2,2,3,,,,,,,-42.738967
4322,541.19315,-490.09294,,36,37,0,2,2,3,,,,,,,-42.815829
4323,550.68843,-490.1028,,36,37,0,2,2,3,,,,,,,-42.825683
4324,554.06429,-490.058,,36,37,0,2,2,3,,,,,,,-42.78088
4325,553.67229,-489.98151,,36,37,0,2,2,3,,,,,,,-42.704398
4326,551.42491,-489.8913,,36,37,0,2,2,3,,,,,,,-42.614183
4327,549.41655,-489.80619,,36,37,0,2,2,3,,,,,,,-42.529078
4328,548.35057,-489.73237,,36,37,0,2,2,3,,,,,,,-42.455253
4329,545.7808,-489.64762,,36,37,0,2,2,3,,,,,,,-42.370502
4330,538.99176,-489.5272,,36,37,0,2,2,3,,,,,,,-42.250082
4331,529.24841,-489.38169,,36,37,0,2,2,3,,,,,,,-42.104577
4332,523.65603,-489.27362,,36,37,0,2,2,3,,,,,,,-41.996507
4333,522.39432,-489.20268,,36,37,0,2,2,3,,,,,,,-41.925561
4334,525.30678,-489.16643,,36,37,0,2,2,3,,,,,,,-41.889318
4335,531.59425,-489.15753,,36,37,0,2,2,3,,,,,,,-41.880419
4336,540.18262,-489.1669,,36,37,0,2,2,3,,,,,,,-41.889785
4337,549.09418,-489.17823,,36,37,0,2,2,3,,,,,,,-41.901117
4338,556.68063,-489.17884,,36,37,0,2,2,3,,,,,,,-41.901727
4339,563.88308,-489.17958,,36,37,0,2,2,3,,,,,,,-41.902469
4340,568.1676,-489.15989,,36,37,0,2,2,3,,,,,,,-41.882772
4341,568.27952,-489.1105,,36,37,0,2,2,3,,,,,,,-41.833387
4342,568.25002,-489.06914,,36,37,0,2,2,3,,,,,,,-41.792026
4343,573.59277,-489.08655,,36,37,0,2,2,3,,,,,,,-41.809432
4344,584.62205,-489.16775,,36,37,0,2,2,3,,,,,,,-41.890636
4345,593.69695,-489.24766,,36,37,0,2,2,3,,,,,,,-41.970544
4346,594.40554,-489.27277,,36,37,0,2,2,3,,,,,,,-41.99566
4347,587.02191,-489.24841,,36,37,0,2,2,3,,,,,,,-41.971299
4348,571.40246,-489.1735,,36,37,0,2,2,3,,,,,,,-41.896385
4349,548.79833,-489.05648,,36,37,0,2,2,3,,,,,,,-41.779369
4350,524.07958,-488.93591,,36,37,0,2,2,3,,,,,,,-41.658791
4351,502.83453,-488.85592,,36,37,0,2,2,3,,,,,,,-41.578808
4352,487.87152,-488.83636,,36,37,0,2,2,3,,,,,,,-41.559246
4353,478.51022,-488.86644,,36,37,0,2,2,3,,,,,,,-41.589321
4354,475.59088,-488.95053,,36,37,0,2,2,3,,,,,,,-41.673417
4355,477.33831,-489.07074,,36,37,0,2,2,3,,,,,,,-41.793628
4356,484.11012,-489.22973,,36,37,0,2,2,3,,,,,,,-41.952616
4357,493.48928,-489.40617,,36,37,0,2,2,3,,,,,,,-42.129054
4358,503.86218,-489.5864,,36,37,0,2,2,3,,,,,,,-42.309287
4359,515.65722,-489.77581,,36,37,0,2,2,3,,,,,,,-42.498692
4360,529.16604,-489.97912,,36,37,0,2,2,3,,,,,,,-42.702008
4361,539.6557,-490.15546,,36,37,0,2,2,3,,,,,,,-42.878343
4362,545.16398,-490.28802,,36,37,0,2,2,3,,,,,,,-43.010908
4363,546.4837,-490.38386,,36,37,0,2,2,3,,,,,,,-43.106749
4364,544.94706,-490.45418,,36,37,0,2,2,3,,,,,,,-43.177068
4365,543.81835,-490.52768,,36,37,0,2,2,3,,,,,,,-43.250565
4366,542.30569,-490.59643,,36,37,0,2,2,3,,,,,,,-43.319319
4367,540.25931,-490.65863,,36,37,0,2,2,3,,,,,,,-43.381517
4368,534.89874,-490.68834,,36,37,0,2,2,3,,,,,,,-43.411225
4369,520.25507,-490.62958,,36,37,0,2,2,3,,,,,,,-43.352461
4370,496.47545,-490.48027,,36,37,0,2,2,3,,,,,,,-43.203158
4371,468.70806,-490.28341,,36,37,0,2,2,3,,,,,,,-43.0063
4372,444.92341,-490.10902,,36,37,0,2,2,3,,,,,,,-42.831901
4373,426.90608,-489.97262,,36,37,0,2,2,3,,,,,,,-42.695506
4374,416.32807,-489.88964,,36,37,0,2,2,3,,,,,,,-42.612529
4375,413.43424,-489.86299,,36,37,0,2,2,3,,,,,,,-42.585874
4376,416.4274,-489.87714,,36,37,0,2,2,3,,,,,,,-42.600023
4377,424.65158,-489.927,,36,37,0,2,2,3,,,,,,,-42.649889
4378,436.47482,-489.99886,,36,37,0,2,2,3,,,,,,,-42.721745
4379,447.75415,-490.05653,,36,37,0,2,2,3,,,,,,,-42.779413
4380,460.50825,-490.12012,,36,37,0,2,2,3,,,,,,,-42.843009
4381,474.82959,-490.19204,,36,37,0,2,2,3,,,,,,,-42.914921
4382,492.32737,-490.28908,,36,37,0,2,2,3,,,,,,,-43.011967
4383,510.13523,-490.3881,,36,37,0,2,2,3,,,,,,,-43.110989
4384,524.2667,-490.45655,,36,37,0,2,2,3,,,,,,,-43.179435
4385,531.72981,-490.47049,,36,37,0,2,2,3,,,,,,,-43.193373
4386,530.60232,-490.41452,,36,37,0,2,2,3,,,,,,,-43.137405
4387,523.72551,-490.31434,,36,37,0,2,2,3,,,,,,,-43.037222
4388,513.46352,-490.18985,,36,37,0,2,2,3,,,,,,,-42.912731
4389,499.71631,-490.03785,,36,37,0,2,2,3,,,,,,,-42.760734
4390,482.47686,-489.85564,,36,37,0,2,2,3,,,,,,,-42.578526
4391,464.90231,-489.66892,,36,37,0,2,2,3,,,,,,,-42.391804
4392,451.50856,-489.51547,,36,37,0,2,2,3,,,,,,,-42.238353
4393,448.82405,-489.45205,,36,37,0,2,2,3,,,,,,,-42.174936
4394,458.0126,-489.48766,,36,37,0,2,2,3,,,,,,,-42.21055
4395,476.35856,-489.59764,,36,37,0,2,2,3,,,,,,,-42.320529
4396,500.5522,-489.7538,,36,37,0,2,2,3,,,,,,,-42.476681
4397,527.52782,-489.93185,,36,37,0,2,2,3,,,,,,,-42.65474
4398,553.04591,-490.09865,,36,37,0,2,2,3,,,,,,,-42.821538
4399,573.38422,-490.22641,,36,37,0,2,2,3,,,,,,,-42.949295
4400,584.43071,-490.28337,,36,37,0,2,2,3,,,,,,,-43.006256
4401,582.354,-490.23835,,36,37,0,2,2,3,,,,,,,-42.96124
4402,570.13695,-490.11851,,36,37,0,2,2,3,,,,,,,-42.841397
4403,549.49287,-489.93669,,36,37,0,2,2,3,,,,,,,-42.659576
4404,523.75386,-489.7188,,36,37,0,2,2,3,,,,,,,-42.441685
4405,498.05705,-489.50667,,36,37,0,2,2,3,,,,,,,-42.229552
4406,477.78747,-489.34507,,36,37,0,2,2,3,,,,,,,-42.067959
4407,465.6584,-489.25623,,36,37,0,2,2,3,,,,,,,-41.979115
4408,460.9275,-489.2324,,36,37,0,2,2,3,,,,,,,-41.955283
4409,460.67056,-489.2471,,36,37,0,2,2,3,,,,,,,-41.969989
4410,464.32524,-489.29529,,36,37,0,2,2,3,,,,,,,-42.018171
4411,476.68545,-489.42112,,36,37,0,2,2,3,,,,,,,-42.144001
4412,495.22978,-489.60381,,36,37,0,2,2,3,,,,,,,-42.326695
4413,509.92202,-489.75581,,36,37,0,2,2,3,,,,,,,-42.478697
4414,515.86058,-489.8358,,36,37,0,2,2,3,,,,,,,-42.558684
4415,516.27069,-489.87463,,36,37,0,2,2,3,,,,,,,-42.597514
4416,512.35561,-489.88308,,36,37,0,2,2,3,,,,,,,-42.605965
4417,504.75183,-489.86547,,36,37,0,2,2,3,,,,,,,-42.588356
4418,493.929,-489.8235,,36,37,0,2,2,3,,,,,,,-42.546386
4419,480.84426,-489.76259,,36,37,0,2,2,3,,,,,,,-42.485477
4420,468.47778,-489.70639,,36,37,0,2,2,3,,,,,,,-42.429278
4421,461.0777,-489.69102,,36,37,0,2,2,3,,,,,,,-42.413904
4422,459.90216,-489.72677,,36,37,0,2,2,3,,,,,,,-42.449656
4423,465.109,-489.81518,,36,37,0,2,2,3,,,,,,,-42.538064
4424,475.6758,-489.94805,,36,37,0,2,2,3,,,,,,,-42.670931
4425,488.12995,-490.09571,,36,37,0,2,2,3,,,,,,,-42.81859
4426,498.36834,-490.22294,,36,37,0,2,2,3,,,,,,,-42.945829
4427,504.64567,-490.31554,,36,37,0,2,2,3,,,,,,,-43.038423
4428,506.42463,-490.36956,,36,37,0,2,2,3,,,,,,,-43.092448
4429,505.51839,-490.40156,,36,37,0,2,2,3,,,,,,,-43.124442
4430,505.41438,-490.44302,,36,37,0,2,2,3,,,,,,,-43.165903
4431,506.26184,-490.49545,,36,37,0,2,2,3,,,,,,,-43.218332
4432,506.33058,-490.54338,,36,37,0,2,2,3,,,,,,,-43.266269
4433,503.58867,-490.56825,,36,37,0,2,2,3,,,,,,,-43.291137
4434,498.41437,-490.57275,,36,37,0,2,2,3,,,,,,,-43.295631
4435,491.49596,-490.562,,36,37,0,2,2,3,,,,,,,-43.284881
4436,480.47008,-490.51296,,36,37,0,2,2,3,,,,,,,-43.235847
4437,464.92604,-490.41947,,36,37,0,2,2,3,,,,,,,-43.142354
4438,447.0177,-490.29828,,36,37,0,2,2,3,,,,,,,-43.02116
4439,430.86185,-490.184,,36,37,0,2,2,3,,,,,,,-42.906884
4440,419.62861,-490.10355,,36,37,0,2,2,3,,,,,,,-42.826432
4441,413.91604,-490.06113,,36,37,0,2,2,3,,,,,,,-42.784014
4442,413.6195,-490.05494,,36,37,0,2,2,3,,,,,,,-42.77783
4443,417.44778,-490.07264,,36,37,0,2,2,3,,,,,,,-42.79552
4444,421.31916,-490.07664,,36,37,0,2,2,3,,,,,,,-42.799526
4445,424.20393,-490.05717,,36,37,0,2,2,3,,,,,,,-42.780051
4446,427.82265,-490.02932,,36,37,0,2,2,3,,,,,,,-42.7522
4447,436.51844,-490.03186,,36,37,0,2,2,3,,,,,,,-42.754746
4448,454.36053,-490.10143,,36,37,0,2,2,3,,,,,,,-42.824317
4449,476.79756,-490.19858,,36,37,0,2,2,3,,,,,,,-42.921468
4450,500.23086,-490.29565,,36,37,0,2,2,3,,,,,,,-43.018536
4451,519.54538,-490.35353,,36,37,0,2,2,3,,,,,,,-43.076413
4452,531.16306,-490.34759,,36,37,0,2,2,3,,,,,,,-43.070478
4453,533.12133,-490.26591,,36,37,0,2,2,3,,,,,,,-42.988791
4454,525.8503,-490.11497,,36,37,0,2,2,3,,,,,,,-42.837852
4455,512.29751,-489.92061,,36,37,0,2,2,3,,,,,,,-42.643496
4456,497.52626,-489.72558,,36,37,0,2,2,3,,,,,,,-42.448461
4457,485.91257,-489.56578,,36,37,0,2,2,3,,,,,,,-42.288669
4458,479.45966,-489.45625,,36,37,0,2,2,3,,,,,,,-42.179134
4459,480.25208,-489.41383,,36,37,0,2,2,3,,,,,,,-42.13671
4460,487.5305,-489.43086,,36,37,0,2,2,3,,,,,,,-42.153744
4461,496.88264,-489.46796,,36,37,0,2,2,3,,,,,,,-42.190843
4462,505.83797,-489.5041,,36,37,0,2,2,3,,,,,,,-42.226989
4463,516.67109,-489.56122,,36,37,0,2,2,3,,,,,,,-42.284102
4464,530.34753,-489.64948,,36,37,0,2,2,3,,,,,,,-42.372366
4465,544.22766,-489.74708,,36,37,0,2,2,3,,,,,,,-42.469963
4466,554.66413,-489.82331,,36,37,0,2,2,3,,,,,,,-42.546194
4467,561.11003,-489.87492,,36,37,0,2,2,3,,,,,,,-42.5978
4468,565.88244,-489.92382,,36,37,0,2,2,3,,,,,,,-42.646705
4469,568.44795,-489.96574,,36,37,0,2,2,3,,,,,,,-42.688625
4470,565.36728,-489.96934,,36,37,0,2,2,3,,,,,,,-42.692223
4471,558.36925,-489.94895,,36,37,0,2,2,3,,,,,,,-42.67183
