indx,T,PE,rU,nSi,nC,nacc_insSi,nacc_delSi,nacc_insC,nacc_delC,GammaO,Eslab,EbulkAgO,EbulkO,Phi,A,redPot
358,503.0924,-473.23525,,36,35,0,2,0,3,,,,,,,-38.256785
359,502.35391,-473.30935,,36,35,0,2,0,3,,,,,,,-38.330884
360,499.95815,-473.36681,,36,35,0,2,0,3,,,,,,,-38.388348
361,493.80076,-473.38788,,36,35,0,2,0,3,,,,,,,-38.409411
362,484.70828,-473.37866,,36,35,0,2,0,3,,,,,,,-38.400196
363,473.98152,-473.34932,,36,35,0,2,0,3,,,,,,,-38.370856
364,463.23695,-473.31295,,36,35,0,2,0,3,,,,,,,-38.334482
365,452.56719,-473.26923,,36,35,0,2,0,3,,,,,,,-38.290762
366,441.20978,-473.20998,,36,35,0,2,0,3,,,,,,,-38.231512
367,430.73824,-473.14833,,36,35,0,2,0,3,,,,,,,-38.169864
368,423.82794,-473.10769,,36,35,0,2,0,3,,,,,,,-38.129227
369,422.18351,-473.10306,,36,35,0,2,0,3,,,,,,,-38.124596
370,425.45878,-473.13115,,36,35,0,2,0,3,,,,,,,-38.152689
371,431.8403,-473.17563,,36,35,0,2,0,3,,,,,,,-38.197171
372,439.45165,-473.21984,,36,35,0,2,0,3,,,,,,,-38.241375
373,445.98385,-473.24338,,36,35,0,2,0,3,,,,,,,-38.264914
374,449.79286,-473.23198,,36,35,0,2,0,3,,,,,,,-38.253514
375,452.96186,-473.2051,,36,35,0,2,0,3,,,,,,,-38.22664
376,455.70146,-473.16515,,36,35,0,2,0,3,,,,,,,-38.186685
377,458.25962,-473.11504,,36,35,0,2,0,3,,,,,,,-38.136572
378,460.81028,-473.05722,,36,35,0,2,0,3,,,,,,,-38.07876
379,462.57693,-472.98587,,36,35,0,2,0,3,,,,,,,-38.007404
380,461.70977,-472.88579,,36,35,0,2,0,3,,,,,,,-37.907322
381,455.05968,-472.7303,,36,35,0,2,0,3,,,,,,,-37.751836
382,443.0946,-472.52511,,36,35,0,2,0,3,,,,,,,-37.546643
383,429.82729,-472.307,,36,35,0,2,0,3,,,,,,,-37.328537
384,420.53888,-472.12325,,36,35,0,2,0,3,,,,,,,-37.144784
385,417.25044,-471.99141,,36,35,0,2,0,3,,,,,,,-37.012943
386,419.86321,-471.91052,,36,35,0,2,0,3,,,,,,,-36.932056
387,425.69165,-471.85719,,36,35,0,2,0,3,,,,,,,-36.878725
388,430.58453,-471.79568,,36,35,0,2,0,3,,,,,,,-36.817212
389,432.69069,-471.71123,,36,35,0,2,0,3,,,,,,,-36.732764
390,434.10913,-471.6238,,36,35,0,2,0,3,,,,,,,-36.645336
391,436.35657,-471.54693,,36,35,0,2,0,3,,,,,,,-36.568469
392,439.57147,-471.48133,,36,35,0,2,0,3,,,,,,,-36.50287
393,443.40527,-471.42334,,36,35,0,2,0,3,,,,,,,-36.444877
394,447.62437,-471.37045,,36,35,0,2,0,3,,,,,,,-36.391985
395,451.39812,-471.31492,,36,35,0,2,0,3,,,,,,,-36.336451
396,451.44074,-471.22695,,36,35,0,2,0,3,,,,,,,-36.248488
397,446.6748,-471.09699,,36,35,0,2,0,3,,,,,,,-36.118528
398,439.98519,-470.95048,,36,35,0,2,0,3,,,,,,,-35.972018
399,434.44952,-470.81398,,36,35,0,2,0,3,,,,,,,-35.835514
400,433.2224,-470.71462,,36,35,0,2,0,3,,,,,,,-35.736158
401,437.7109,-470.66405,,36,35,0,2,0,3,,,,,,,-35.685586
402,449.14685,-470.67306,,36,35,0,2,0,3,,,,,,,-35.694597
403,467.35863,-470.74063,,36,35,0,2,0,3,,,,,,,-35.762164
404,489.13209,-470.8396,,36,35,0,2,0,3,,,,,,,-35.861139
405,510.3574,-470.93612,,36,35,0,2,0,3,,,,,,,-35.957657
406,528.471,-471.01075,,36,35,0,2,0,3,,,,,,,-36.032288
407,544.19652,-471.07326,,36,35,0,2,0,3,,,,,,,-36.094796
408,555.10351,-471.10414,,36,35,0,2,0,3,,,,,,,-36.125677
409,561.18215,-471.10496,,36,35,0,2,0,3,,,,,,,-36.126492
410,562.51335,-471.07694,,36,35,0,2,0,3,,,,,,,-36.09848
411,563.29282,-471.05777,,36,35,0,2,0,3,,,,,,,-36.079304
412,565.78866,-471.06745,,36,35,0,2,0,3,,,,,,,-36.088981
413,568.23841,-471.09021,,36,35,0,2,0,3,,,,,,,-36.111743
414,568.81348,-471.11009,,36,35,0,2,0,3,,,,,,,-36.131627
415,565.72997,-471.11112,,36,35,0,2,0,3,,,,,,,-36.132657
416,560.07217,-471.10262,,36,35,0,2,0,3,,,,,,,-36.124155
417,553.12405,-471.09507,,36,35,0,2,0,3,,,,,,,-36.116605
418,545.8946,-471.09629,,36,35,0,2,0,3,,,,,,,-36.117829
419,538.15284,-471.10244,,36,35,0,2,0,3,,,,,,,-36.123976
420,529.96773,-471.1123,,36,35,0,2,0,3,,,,,,,-36.133836
421,517.96947,-471.09249,,36,35,0,2,0,3,,,,,,,-36.114029
422,505.23613,-471.06737,,36,35,0,2,0,3,,,,,,,-36.08891
423,493.95781,-471.0536,,36,35,0,2,0,3,,,,,,,-36.075137
424,483.75511,-471.0451,,36,35,0,2,0,3,,,,,,,-36.06664
425,475.98955,-471.0523,,36,35,0,2,0,3,,,,,,,-36.073836
426,470.3634,-471.07142,,36,35,0,2,0,3,,,,,,,-36.09296
427,465.49414,-471.0893,,36,35,0,2,0,3,,,,,,,-36.110833
428,460.33724,-471.09606,,36,35,0,2,0,3,,,,,,,-36.117592
429,454.3722,-471.08653,,36,35,0,2,0,3,,,,,,,-36.108064
430,450.30885,-471.085,,36,35,0,2,0,3,,,,,,,-36.106533
431,449.47483,-471.10364,,36,35,0,2,0,3,,,,,,,-36.125176
432,451.46125,-471.13921,,36,35,0,2,0,3,,,,,,,-36.160744
433,455.5262,-471.18563,,36,35,0,2,0,3,,,,,,,-36.207161
434,459.57151,-471.22454,,36,35,0,2,0,3,,,,,,,-36.246075
435,464.14398,-471.26146,,36,35,0,2,0,3,,,,,,,-36.282999
436,471.50882,-471.31742,,36,35,0,2,0,3,,,,,,,-36.338955
437,481.90978,-471.39535,,36,35,0,2,0,3,,,,,,,-36.416886
438,494.61147,-471.48972,,36,35,0,2,0,3,,,,,,,-36.511256
439,505.69226,-471.56662,,36,35,0,2,0,3,,,,,,,-36.588153
440,510.2038,-471.58282,,36,35,0,2,0,3,,,,,,,-36.604353
441,512.67284,-471.58,,36,35,0,2,0,3,,,,,,,-36.60154
442,517.81866,-471.60083,,36,35,0,2,0,3,,,,,,,-36.622362
443,526.27162,-471.65121,,36,35,0,2,0,3,,,,,,,-36.672745
444,538.36262,-471.73505,,36,35,0,2,0,3,,,,,,,-36.756588
445,554.10028,-471.85447,,36,35,0,2,0,3,,,,,,,-36.876006
446,571.89337,-471.99877,,36,35,0,2,0,3,,,,,,,-37.020307
447,589.38858,-472.15255,,36,35,0,2,0,3,,,,,,,-37.174087
448,602.14573,-472.28366,,36,35,0,2,0,3,,,,,,,-37.305193
449,603.38733,-472.33953,,36,35,0,2,0,3,,,,,,,-37.361061
450,589.30285,-472.29103,,36,35,0,2,0,3,,,,,,,-37.312565
451,563.36287,-472.16859,,36,35,0,2,0,3,,,,,,,-37.190129
452,531.60867,-472.01837,,36,35,0,2,0,3,,,,,,,-37.039903
453,500.6271,-471.887,,36,35,0,2,0,3,,,,,,,-36.90854
454,474.93897,-471.80213,,36,35,0,2,0,3,,,,,,,-36.823662
455,454.75175,-471.75544,,36,35,0,2,0,3,,,,,,,-36.77698
456,435.00513,-471.69397,,36,35,0,2,0,3,,,,,,,-36.715504
457,416.70391,-471.62303,,36,35,0,2,0,3,,,,,,,-36.644569
458,405.40265,-471.59287,,36,35,0,2,0,3,,,,,,,-36.614408
459,405.83344,-471.64895,,36,35,0,2,0,3,,,,,,,-36.670489
460,418.92806,-471.80328,,36,35,0,2,0,3,,,,,,,-36.824814
461,441.17332,-472.02762,,36,35,0,2,0,3,,,,,,,-37.049158
462,465.45686,-472.2611,,36,35,0,2,0,3,,,,,,,-37.282632
463,488.7302,-472.47979,,36,35,0,2,0,3,,,,,,,-37.501325
464,512.19024,-472.69843,,36,35,0,2,0,3,,,,,,,-37.719967
465,532.3522,-472.88972,,36,35,0,2,0,3,,,,,,,-37.911251
466,545.5317,-473.02426,,36,35,0,2,0,3,,,,,,,-38.045799
467,553.27706,-473.11913,,36,35,0,2,0,3,,,,,,,-38.140663
468,553.54803,-473.15764,,36,35,0,2,0,3,,,,,,,-38.179171
469,542.42538,-473.10408,,36,35,0,2,0,3,,,,,,,-38.125616
470,520.10876,-472.95701,,36,35,0,2,0,3,,,,,,,-37.978549
471,493.98192,-472.77827,,36,35,0,2,0,3,,,,,,,-37.799809
472,468.34521,-472.60166,,36,35,0,2,0,3,,,,,,,-37.623198
473,446.61611,-472.45423,,36,35,0,2,0,3,,,,,,,-37.475761
474,429.76172,-472.34188,,36,35,0,2,0,3,,,,,,,-37.363418
475,422.22377,-472.30334,,36,35,0,2,0,3,,,,,,,-37.324872
476,427.31647,-472.36842,,36,35,0,2,0,3,,,,,,,-37.389952
477,441.19571,-472.5029,,36,35,0,2,0,3,,,,,,,-37.524437
478,461.38752,-472.68564,,36,35,0,2,0,3,,,,,,,-37.707172
479,484.49618,-472.88791,,36,35,0,2,0,3,,,,,,,-37.90945
480,507.70798,-473.0871,,36,35,0,2,0,3,,,,,,,-38.10864
481,527.35262,-473.2537,,36,35,0,2,0,3,,,,,,,-38.27524
482,536.8135,-473.33171,,36,35,0,2,0,3,,,,,,,-38.353245
483,533.35443,-473.299,,36,35,0,2,0,3,,,,,,,-38.32054
484,521.05756,-473.19287,,36,35,0,2,0,3,,,,,,,-38.214403
485,507.57541,-473.08109,,36,35,0,2,0,3,,,,,,,-38.102621
486,497.47725,-473.00318,,36,35,0,2,0,3,,,,,,,-38.02472
487,493.02807,-472.9784,,36,35,0,2,0,3,,,,,,,-37.999939
488,495.0107,-473.01357,,36,35,0,2,0,3,,,,,,,-38.035109
489,501.71122,-473.09398,,36,35,0,2,0,3,,,,,,,-38.115516
490,511.75897,-473.20916,,36,35,0,2,0,3,,,,,,,-38.230693
491,521.22821,-473.32624,,36,35,0,2,0,3,,,,,,,-38.347772
492,525.39622,-473.40511,,36,35,0,2,0,3,,,,,,,-38.426649
493,523.31756,-473.43841,,36,35,0,2,0,3,,,,,,,-38.459942
494,521.31723,-473.48361,,36,35,0,2,0,3,,,,,,,-38.505141
495,520.92062,-473.55441,,36,35,0,2,0,3,,,,,,,-38.575949
496,521.94541,-473.64904,,36,35,0,2,0,3,,,,,,,-38.670576
497,524.44601,-473.7677,,36,35,0,2,0,3,,,,,,,-38.789236
498,527.19387,-473.89868,,36,35,0,2,0,3,,,,,,,-38.920212
499,527.74962,-474.01834,,36,35,0,2,0,3,,,,,,,-39.039876
500,524.60655,-474.11014,,36,35,0,2,0,3,,,,,,,-39.131672
501,516.59101,-474.15887,,36,35,0,2,0,3,,,,,,,-39.180406
502,508.05575,-474.19935,,36,35,0,2,0,3,,,,,,,-39.220884
503,502.38281,-474.25896,,36,35,0,2,0,3,,,,,,,-39.280498
504,500.9631,-474.34905,,36,35,0,2,0,3,,,,,,,-39.370588
505,502.16793,-474.45487,,36,35,0,2,0,3,,,,,,,-39.476406
506,504.46338,-474.56316,,36,35,0,2,0,3,,,,,,,-39.5847
507,507.51914,-474.67192,,36,35,0,2,0,3,,,,,,,-39.693461
508,511.64014,-474.78516,,36,35,0,2,0,3,,,,,,,-39.806699
509,516.88139,-474.90487,,36,35,0,2,0,3,,,,,,,-39.926409
510,523.7487,-475.03729,,36,35,0,2,0,3,,,,,,,-40.058825
511,532.60908,-475.18777,,36,35,0,2,0,3,,,,,,,-40.209307
512,541.01789,-475.33619,,36,35,0,2,0,3,,,,,,,-40.357725
513,548.30757,-475.47818,,36,35,0,2,0,3,,,,,,,-40.49972
514,552.59908,-475.59783,,36,35,0,2,0,3,,,,,,,-40.619368
515,553.25876,-475.6895,,36,35,0,2,0,3,,,,,,,-40.711035
516,551.75483,-475.76573,,36,35,0,2,0,3,,,,,,,-40.787263
517,548.63318,-475.83022,,36,35,0,2,0,3,,,,,,,-40.851759
518,546.56564,-475.90579,,36,35,0,2,0,3,,,,,,,-40.927327
519,548.31296,-476.01687,,36,35,0,2,0,3,,,,,,,-41.038409
520,553.36648,-476.1592,,36,35,0,2,0,3,,,,,,,-41.180731
521,559.11641,-476.30977,,36,35,0,2,0,3,,,,,,,-41.331307
522,561.88781,-476.4355,,36,35,0,2,0,3,,,,,,,-41.457037
523,559.35324,-476.51425,,36,35,0,2,0,3,,,,,,,-41.535784
524,551.8122,-476.54651,,36,35,0,2,0,3,,,,,,,-41.568043
525,543.70593,-476.57015,,36,35,0,2,0,3,,,,,,,-41.591686
526,537.45184,-476.60571,,36,35,0,2,0,3,,,,,,,-41.627245
527,532.75327,-476.65006,,36,35,0,2,0,3,,,,,,,-41.671599
528,528.16524,-476.6901,,36,35,0,2,0,3,,,,,,,-41.71164
529,523.07069,-476.72028,,36,35,0,2,0,3,,,,,,,-41.741819
530,517.75002,-476.74318,,36,35,0,2,0,3,,,,,,,-41.764718
531,512.50996,-476.76169,,36,35,0,2,0,3,,,,,,,-41.783221
532,507.4693,-476.77709,,36,35,0,2,0,3,,,,,,,-41.79863
533,499.31037,-476.75928,,36,35,0,2,0,3,,,,,,,-41.780816
534,486.25396,-476.69123,,36,35,0,2,0,3,,,,,,,-41.712764
535,469.94678,-476.58633,,36,35,0,2,0,3,,,,,,,-41.607867
536,453.90263,-476.47483,,36,35,0,2,0,3,,,,,,,-41.496365
537,442.44726,-476.39488,,36,35,0,2,0,3,,,,,,,-41.416419
538,436.18504,-476.35154,,36,35,0,2,0,3,,,,,,,-41.373079
539,434.49735,-476.33922,,36,35,0,2,0,3,,,,,,,-41.360752
540,435.6433,-476.34228,,36,35,0,2,0,3,,,,,,,-41.363812
541,437.75289,-476.34398,,36,35,0,2,0,3,,,,,,,-41.365514
542,439.9899,-476.33687,,36,35,0,2,0,3,,,,,,,-41.358402
543,444.16438,-476.33734,,36,35,0,2,0,3,,,,,,,-41.358875
544,450.12746,-476.34408,,36,35,0,2,0,3,,,,,,,-41.365614
545,456.35144,-476.34362,,36,35,0,2,0,3,,,,,,,-41.365159
546,461.13634,-476.32131,,36,35,0,2,0,3,,,,,,,-41.342848
547,464.55198,-476.27874,,36,35,0,2,0,3,,,,,,,-41.300271
548,467.54412,-476.22545,,36,35,0,2,0,3,,,,,,,-41.246983
549,470.78512,-476.16871,,36,35,0,2,0,3,,,,,,,-41.190245
550,474.1603,-476.109,,36,35,0,2,0,3,,,,,,,-41.130541
551,477.30642,-476.04497,,36,35,0,2,0,3,,,,,,,-41.06651
552,479.96447,-475.97644,,36,35,0,2,0,3,,,,,,,-40.997978
553,481.51313,-475.90003,,36,35,0,2,0,3,,,,,,,-40.921568
554,479.94958,-475.79968,,36,35,0,2,0,3,,,,,,,-40.821211
555,476.18911,-475.68507,,36,35,0,2,0,3,,,,,,,-40.706605
556,471.57145,-475.56871,,36,35,0,2,0,3,,,,,,,-40.590249
557,468.17109,-475.46909,,36,35,0,2,0,3,,,,,,,-40.490624
558,468.10479,-475.40466,,36,35,0,2,0,3,,,,,,,-40.426199
559,472.6275,-475.38624,,36,35,0,2,0,3,,,,,,,-40.407774
560,481.05225,-475.40751,,36,35,0,2,0,3,,,,,,,-40.429043
561,490.78089,-475.44542,,36,35,0,2,0,3,,,,,,,-40.466954
562,499.73513,-475.48188,,36,35,0,2,0,3,,,,,,,-40.503414
563,508.80602,-475.52539,,36,35,0,2,0,3,,,,,,,-40.546929
564,520.83789,-475.6021,,36,35,0,2,0,3,,,,,,,-40.623634
565,534.92799,-475.70468,,36,35,0,2,0,3,,,,,,,-40.726215
566,547.93156,-475.80617,,36,35,0,2,0,3,,,,,,,-40.827704
567,559.53964,-475.90549,,36,35,0,2,0,3,,,,,,,-40.927022
568,568.62622,-475.994,,36,35,0,2,0,3,,,,,,,-41.015531
569,574.66346,-476.06823,,36,35,0,2,0,3,,,,,,,-41.089769
570,576.15988,-476.11535,,36,35,0,2,0,3,,,,,,,-41.136887
571,572.01278,-476.12498,,36,35,0,2,0,3,,,,,,,-41.146517
572,562.34446,-476.09644,,36,35,0,2,0,3,,,,,,,-41.117978
573,548.16416,-476.03575,,36,35,0,2,0,3,,,,,,,-41.05729
574,532.91936,-475.97036,,36,35,0,2,0,3,,,,,,,-40.991896
575,520.45404,-475.93173,,36,35,0,2,0,3,,,,,,,-40.953267
576,512.5533,-475.93382,,36,35,0,2,0,3,,,,,,,-40.95536
577,508.78117,-475.97166,,36,35,0,2,0,3,,,,,,,-40.993196
578,506.75889,-476.02324,,36,35,0,2,0,3,,,,,,,-41.04478
579,503.8367,-476.06416,,36,35,0,2,0,3,,,,,,,-41.085697
580,498.03343,-476.07563,,36,35,0,2,0,3,,,,,,,-41.097167
581,489.32144,-476.05609,,36,35,0,2,0,3,,,,,,,-41.077627
582,479.65939,-476.02183,,36,35,0,2,0,3,,,,,,,-41.043366
583,469.03288,-475.97152,,36,35,0,2,0,3,,,,,,,-40.993051
584,456.1347,-475.89203,,36,35,0,2,0,3,,,,,,,-40.913568
585,439.85792,-475.77198,,36,35,0,2,0,3,,,,,,,-40.793516
586,419.89354,-475.60702,,36,35,0,2,0,3,,,,,,,-40.628559
587,400.48938,-475.43413,,36,35,0,2,0,3,,,,,,,-40.455667
588,386.5881,-475.29697,,36,35,0,2,0,3,,,,,,,-40.318506
589,382.06375,-475.22981,,36,35,0,2,0,3,,,,,,,-40.251344
590,388.40541,-475.24545,,36,35,0,2,0,3,,,,,,,-40.266986
591,404.00651,-475.32906,,36,35,0,2,0,3,,,,,,,-40.350593
592,425.86589,-475.4544,,36,35,0,2,0,3,,,,,,,-40.475936
593,450.09325,-475.58916,,36,35,0,2,0,3,,,,,,,-40.610699
594,471.91268,-475.69544,,36,35,0,2,0,3,,,,,,,-40.716979
595,487.92626,-475.74921,,36,35,0,2,0,3,,,,,,,-40.770749
596,498.4484,-475.75945,,36,35,0,2,0,3,,,,,,,-40.780989
597,501.51751,-475.71263,,36,35,0,2,0,3,,,,,,,-40.734164
598,493.1981,-475.57492,,36,35,0,2,0,3,,,,,,,-40.596456
599,474.65061,-475.35568,,36,35,0,2,0,3,,,,,,,-40.377219
600,453.20207,-475.11754,,36,35,0,2,0,3,,,,,,,-40.13908
601,435.13139,-474.91307,,36,35,0,2,0,3,,,,,,,-39.93461
602,423.33269,-474.76509,,36,35,0,2,0,3,,,,,,,-39.786629
603,418.05713,-474.67371,,36,35,0,2,0,3,,,,,,,-39.695247
604,417.39819,-474.62048,,36,35,0,2,0,3,,,,,,,-39.642019
605,417.14086,-474.56681,,36,35,0,2,0,3,,,,,,,-39.588341
606,417.06338,-474.51051,,36,35,0,2,0,3,,,,,,,-39.532049
607,422.4441,-474.49897,,36,35,0,2,0,3,,,,,,,-39.520501
608,435.54671,-474.55217,,36,35,0,2,0,3,,,,,,,-39.573704
609,453.41754,-474.64391,,36,35,0,2,0,3,,,,,,,-39.665445
610,471.43227,-474.73417,,36,35,0,2,0,3,,,,,,,-39.755705
611,489.83541,-474.82763,,36,35,0,2,0,3,,,,,,,-39.849165
612,507.71885,-474.9186,,36,35,0,2,0,3,,,,,,,-39.940137
613,523.58136,-474.99619,,36,35,0,2,0,3,,,,,,,-40.017721
614,539.26606,-475.07945,,36,35,0,2,0,3,,,,,,,-40.10099
615,555.62762,-475.17846,,36,35,0,2,0,3,,,,,,,-40.199995
616,566.21937,-475.23741,,36,35,0,2,0,3,,,,,,,-40.25895
617,569.12629,-475.24113,,36,35,0,2,0,3,,,,,,,-40.26267
618,565.08979,-475.19657,,36,35,0,2,0,3,,,,,,,-40.218104
619,553.18075,-475.094,,36,35,0,2,0,3,,,,,,,-40.115533
620,533.6237,-474.93233,,36,35,0,2,0,3,,,,,,,-39.953864
621,509.35152,-474.73372,,36,35,0,2,0,3,,,,,,,-39.755259
622,486.33932,-474.54754,,36,35,0,2,0,3,,,,,,,-39.569072
623,470.2609,-474.4214,,36,35,0,2,0,3,,,,,,,-39.442935
624,463.62378,-474.37584,,36,35,0,2,0,3,,,,,,,-39.397377
625,466.00372,-474.40624,,36,35,0,2,0,3,,,,,,,-39.42778
626,474.79009,-474.48933,,36,35,0,2,0,3,,,,,,,-39.510869
627,485.3964,-474.58466,,36,35,0,2,0,3,,,,,,,-39.606193
628,495.24091,-474.67032,,36,35,0,2,0,3,,,,,,,-39.691858
629,502.97715,-474.73561,,36,35,0,2,0,3,,,,,,,-39.75715
630,507.86975,-474.77524,,36,35,0,2,0,3,,,,,,,-39.796777
631,509.74329,-474.78849,,36,35,0,2,0,3,,,,,,,-39.810025
632,511.68857,-474.80389,,36,35,0,2,0,3,,,,,,,-39.825422
633,515.83953,-474.84131,,36,35,0,2,0,3,,,,,,,-39.862841
634,522.58104,-474.90535,,36,35,0,2,0,3,,,,,,,-39.926886
635,532.31713,-475.00167,,36,35,0,2,0,3,,,,,,,-40.02321
636,543.05047,-475.1152,,36,35,0,2,0,3,,,,,,,-40.136738
637,553.52879,-475.2386,,36,35,0,2,0,3,,,,,,,-40.260139
638,563.36684,-475.37313,,36,35,0,2,0,3,,,,,,,-40.394666
639,570.04031,-475.50107,,36,35,0,2,0,3,,,,,,,-40.522609
640,569.94706,-475.59382,,36,35,0,2,0,3,,,,,,,-40.615358
641,560.83521,-475.63142,,36,35,0,2,0,3,,,,,,,-40.652955
642,545.67634,-475.63605,,36,35,0,2,0,3,,,,,,,-40.657586
643,531.61129,-475.6642,,36,35,0,2,0,3,,,,,,,-40.685735
644,522.32518,-475.7403,,36,35,0,2,0,3,,,,,,,-40.761835
645,517.63039,-475.85459,,36,35,0,2,0,3,,,,,,,-40.876127
646,514.97157,-475.9775,,36,35,0,2,0,3,,,,,,,-40.999038
647,511.08794,-476.07493,,36,35,0,2,0,3,,,,,,,-41.096464
648,505.31027,-476.13828,,36,35,0,2,0,3,,,,,,,-41.159813
649,501.22065,-476.20002,,36,35,0,2,0,3,,,,,,,-41.221558
650,500.1049,-476.27393,,36,35,0,2,0,3,,,,,,,-41.295464
651,500.84973,-476.35276,,36,35,0,2,0,3,,,,,,,-41.374298
652,500.1596,-476.40926,,36,35,0,2,0,3,,,,,,,-41.430795
653,495.83376,-476.42511,,36,35,0,2,0,3,,,,,,,-41.446645
654,488.34883,-476.40529,,36,35,0,2,0,3,,,,,,,-41.426825
655,479.81806,-476.36904,,36,35,0,2,0,3,,,,,,,-41.390577
656,471.68425,-476.32935,,36,35,0,2,0,3,,,,,,,-41.350884
657,464.04858,-476.28687,,36,35,0,2,0,3,,,,,,,-41.308409
658,458.73301,-476.25795,,36,35,0,2,0,3,,,,,,,-41.279489
659,456.0589,-476.24543,,36,35,0,2,0,3,,,,,,,-41.266965
660,455.12382,-476.24118,,36,35,0,2,0,3,,,,,,,-41.262713
661,455.35203,-476.24008,,36,35,0,2,0,3,,,,,,,-41.261613
662,455.26849,-476.22876,,36,35,0,2,0,3,,,,,,,-41.250295
663,453.30929,-476.19297,,36,35,0,2,0,3,,,,,,,-41.214509
664,449.27429,-476.13046,,36,35,0,2,0,3,,,,,,,-41.151996
665,446.20366,-476.06802,,36,35,0,2,0,3,,,,,,,-41.089555
666,444.61273,-476.00932,,36,35,0,2,0,3,,,,,,,-41.030861
667,447.00047,-475.97619,,36,35,0,2,0,3,,,,,,,-40.997726
668,455.29253,-475.9854,,36,35,0,2,0,3,,,,,,,-41.006935
669,468.98664,-476.03253,,36,35,0,2,0,3,,,,,,,-41.05407
670,485.71279,-476.09761,,36,35,0,2,0,3,,,,,,,-41.119147
671,504.37762,-476.17376,,36,35,0,2,0,3,,,,,,,-41.1953
672,523.60521,-476.25263,,36,35,0,2,0,3,,,,,,,-41.274164
673,541.49225,-476.32196,,36,35,0,2,0,3,,,,,,,-41.343494
674,554.95137,-476.35896,,36,35,0,2,0,3,,,,,,,-41.380491
675,562.41852,-476.35369,,36,35,0,2,0,3,,,,,,,-41.375226
676,566.12819,-476.32878,,36,35,0,2,0,3,,,,,,,-41.350314
677,566.06263,-476.28479,,36,35,0,2,0,3,,,,,,,-41.306322
678,561.9628,-476.219,,36,35,0,2,0,3,,,,,,,-41.240531
679,554.39455,-476.13514,,36,35,0,2,0,3,,,,,,,-41.156679
680,545.14554,-476.04728,,36,35,0,2,0,3,,,,,,,-41.068817
681,537.07464,-475.97902,,36,35,0,2,0,3,,,,,,,-41.00056
682,532.08504,-475.94587,,36,35,0,2,0,3,,,,,,,-40.967404
683,528.56628,-475.93225,,36,35,0,2,0,3,,,,,,,-40.953786
684,525.36171,-475.92728,,36,35,0,2,0,3,,,,,,,-40.948817
685,522.20271,-475.92836,,36,35,0,2,0,3,,,,,,,-40.949891
686,518.01988,-475.92565,,36,35,0,2,0,3,,,,,,,-40.947184
687,514.08414,-475.93074,,36,35,0,2,0,3,,,,,,,-40.952279
688,510.81013,-475.94771,,36,35,0,2,0,3,,,,,,,-40.969246
689,509.12887,-475.98605,,36,35,0,2,0,3,,,,,,,-41.007587
690,506.11946,-476.02105,,36,35,0,2,0,3,,,,,,,-41.042583
691,495.48068,-475.99686,,36,35,0,2,0,3,,,,,,,-41.018392
692,476.58058,-475.90733,,36,35,0,2,0,3,,,,,,,-40.928863
693,453.57379,-475.78816,,36,35,0,2,0,3,,,,,,,-40.809698
694,428.48741,-475.65477,,36,35,0,2,0,3,,,,,,,-40.676302
695,402.73903,-475.51594,,36,35,0,2,0,3,,,,,,,-40.537478
696,379.36667,-475.39473,,36,35,0,2,0,3,,,,,,,-40.416266
697,359.21424,-475.29461,,36,35,0,2,0,3,,,,,,,-40.316143
698,342.56081,-475.21449,,36,35,0,2,0,3,,,,,,,-40.236026
699,330.26475,-475.15951,,36,35,0,2,0,3,,,,,,,-40.181046
700,322.83854,-475.13254,,36,35,0,2,0,3,,,,,,,-40.154075
701,321.56777,-475.14385,,36,35,0,2,0,3,,,,,,,-40.165385
702,327.424,-475.20059,,36,35,0,2,0,3,,,,,,,-40.222129
703,341.30647,-475.30833,,36,35,0,2,0,3,,,,,,,-40.329867
704,363.03285,-475.46156,,36,35,0,2,0,3,,,,,,,-40.4831
705,391.86726,-475.64916,,36,35,0,2,0,3,,,,,,,-40.670692
706,425.52627,-475.84735,,36,35,0,2,0,3,,,,,,,-40.868882
707,462.3101,-476.04238,,36,35,0,2,0,3,,,,,,,-41.063912
708,498.43614,-476.20899,,36,35,0,2,0,3,,,,,,,-41.230526
709,527.35769,-476.30409,,36,35,0,2,0,3,,,,,,,-41.325628
710,544.95065,-476.30835,,36,35,0,2,0,3,,,,,,,-41.329882
711,552.15913,-476.24231,,36,35,0,2,0,3,,,,,,,-41.263848
712,551.87821,-476.13596,,36,35,0,2,0,3,,,,,,,-41.157498
713,546.74717,-476.01106,,36,35,0,2,0,3,,,,,,,-41.032595
714,537.68482,-475.87131,,36,35,0,2,0,3,,,,,,,-40.892847
715,524.26255,-475.70764,,36,35,0,2,0,3,,,,,,,-40.729178
716,506.31056,-475.51339,,36,35,0,2,0,3,,,,,,,-40.534925
717,485.65884,-475.30011,,36,35,0,2,0,3,,,,,,,-40.32165
718,468.81227,-475.12238,,36,35,0,2,0,3,,,,,,,-40.143913
719,459.49259,-475.01041,,36,35,0,2,0,3,,,,,,,-40.031947
720,458.10649,-474.96595,,36,35,0,2,0,3,,,,,,,-39.987487
721,462.03433,-474.96447,,36,35,0,2,0,3,,,,,,,-39.986006
722,467.46597,-474.97169,,36,35,0,2,0,3,,,,,,,-39.993223
723,471.76583,-474.96443,,36,35,0,2,0,3,,,,,,,-39.985965
